start,transcript
40:0,one on one like that one right there that that splitter had no bite down on it just kind of stayed true. Verdugo shaking his head like man.
40:15,Off the inside. Big count here.
40:30,Staying with it. Yeah. He's staying with it especially later in the game. He's got a good really good feel for it. He's got a good feel for it.
40:45,usually when he's got good feel for it like that early on he will continue to have good feel for it later on in the game and he'll come reliable become his pitch that he goes to in key spots that he wants to win the count on said one to.
41:0,And he struck him out just never deviated. We know he hit that fastball Verdugo to left center on a bat earlier in his first at bat.
41:15,that Saki has definitely made the adjustment saying no no we're not going to give you the fastball anymore we're just going to give you all the splits. Oh he showed those numbers early in the game about Verdugo and how well he hits high velocity and he's one of the better high velocity hitters.
41:30,in the big leagues and he may not see many more fastballs tonight one out for Joey Vanessa's there's a fastball.
41:45,I'm seeing right now with Sasaki his adjustment periods right now and he read a lot of these hitters in the first time through. This is to left field.
42:0,Yoshida catches it on the edge of the warning track two down just a hair off the end of the bat from Manassas right there got a good breaking ball split and hung
42:15,I think Manassas is going back back saying man I just missed that man I just missed it just a little bit more.
42:30,They hit two home runs against Team USA and SS did in pool play. Rodney Tellez. It's fair to say.
42:45,That's splitters a dandy and now he's he's mixing and matching now right over top the splitter.
43:0,to cover up in the zone at 102 you can cover the split down under.
43:15,and ninety one ninety two he's in a pickle right here big hole tell us that's the time.
43:30,the 0 2 on the ground and nobody's there at third he beats the shift with a ground ball
43:45,"Well, that's a really good two-strike approach right there, and that's where it starts. It starts at the top of the zone. Look how, look how he hits this. Just gets on top of it, doesn't try to do too much. Too heavy."
44:0,and finish you know what I love about this and just puts his foot down there's no there's no leg kick involved it's just hey I'm going to pick right here I'm going to try to get a good pitch and just put some food on it and hopefully I'm lucky that was.
44:15,one oh two that fastball he's a big league hitters though nowadays they're seeing a hundred lot. Zacharias who had a base hit his first time up comes up for the second time.
44:30,and just a little bit I as catcher thought that was a strike Benji Hill a manager for Mexico really.
44:45,likes this player strike it's 1 and 1 and a really good year for the Rays last year.
45:0,So far these one one counts have been soft operators as in two fastballs you got the splitter there one and two.
45:15,The problem with the 1 1 counts man you know he's gone soft with him but you just respect the fastball so much you had your chance early on in this advent now you're in a little bit of a hole could be action pitch here
45:30,Runner at first two down the one two just stays alive against the splitter. Your parade is here you've got to pick and choose your battle right. You got to pick and choose which
45:45,to protect and what velocity you're going to protect more than now you protect three quarters of the way outside of the plate. The zone's got to be up
46:0,that's a guy that's showing me he wants to make sure he gets something up in the zone you're also deceptive to the heater up the riding heater.
46:15,A lot of times we're seeing nowadays in the big leagues finished right handers off. Get the bright nail polish to make for easier visuals on the catcher signals to two on the ground.
46:30,ground foul by third right on right he's operating as this is to a batch where he has really hung in there against.
46:45,right hander he's seen a lot of pitches down in this game big spot for the Hermosillos Parady's top of the ninth in
47:0,two to the it's a little pop up behind third and it's going to fall.
47:15,for a commie picked it up off the bounce so Saki came over to cover so that forced tell us to stop at second but back to back two out hits on a great at bat though by Paredes the more the at bat went on the better he felt saw that forcing.
47:30,right there but it was up in the zone. Dave I think that's where he was looking the whole way out. Everything had to be up in the zone. Gave himself a shot. Got lucky. They're in a pickle now of your team.
47:45,that's been going on for a couple of weeks. It's a little bit of a stressful situation. First and second two outs the team that gets base hits with two outs more than not becomes the team that wins the game. Big moment here. Luis Urias he had a hit.
48:0,In his first at bat he hit the ball that came right back to Suzuki and hit him in the stomach. Just a little late that pitch was right down the middle but a.
48:15,at 100 miles an hour he's seen the baseball good but just a little late he's got a short enough one thing to keep in mind.
48:30,and I can tell as the lead runner does not have a lot of speed they said to the outfield not guaranteed that he could score one.
48:45,field.
49:0,200 what a moment.
49:15,"Wow! Hanging splitter, Dave. He got the hanging splitter, Dave."
49:30,for a base hit and the first time back hanging splitter again for a homer biggest hit of his young career shaheo tani almost like okay we got
49:45,got our hands full this Mexican team has played great baseball this play just never died and never and never had the bite.
50:0,A little bleeder a little blue and then a blast to strike its own too many times in the dugout you're saying two bloops and a blast two bloops and a blast a bloop and a blast.
50:15,That's exactly what Mexico got right there two outs nobody on the ground ball to beat the shift nobody was a third old pop up broken back pop up and then Luis Rios to our hands.
50:30,so important in tournament play look at him oh he knows it no doubter that only had three hits.
50:45,It's all tournament until tonight Saki misses up in a way wanted to all of a sudden now he started this ending at forty four pitches.
51:0,six up to sixty three but speaking of three how about the three.
51:15,run two out rally capped off by Luis Orias his first world baseball classic homerun makes it three nothing Mexico.
51:30,Well I'm not sure anybody really saw that coming Mexico two outs bases empty and a couple little soft hit balls that found a home out there and then Louisa Rios with the hardest hit ball of the game.
51:45,And it's three nothing Mexico with the way Patrick Sandoval is pitching he's faced the minimum through three innings top of the order Lars Newt Barr and team Japan's got some work to do. They sure do.
52:0,three games strike one three Series with the nickname Rachel or he's come up. Huge bar struck out.
52:15,And his first at bat hits big bouncer on the first base side foul. So he falls behind in the count 0 and 2. Does have the bullpen working.
52:30,along he comes up to the plate throws third base. It will finish sitting in the state of our best game of the year wearing the distinguished number 18 out of the bullpen.
52:45,success and numbers the most accomplished pitcher right now in Japan right into the defense Trejo throws him out.
53:0,I think if you're Sandoval right now you just want to get a zero you got all the momentum in the world you want to get back out there and let your team hit you want to continue to fight continue to punch he looks awesome
53:15,Sure has been right from the first pitch just mixing and matching changing speeds pinpoint location. That's been the key right there. Pinpoint location not really falling behind these hitters getting strike one.
53:30,A lot of soft pitches early on. It's a condo takes a ball inside this is a key hitter for Japan because you get a tiny on deck.
53:45,And you would love to get somebody on base for the great Shohei Ohtani.
54:0,impact delivery misses it's 2 and 0 I think a lot has to do with the guy who's behind who's on deck you want to be so perfect to the hitter prior to a tiny.
54:15,that you just lose it for a little bit as you know hey I can't have this guy get on first base it's a problem if the play by play guy notices the presence of the other team.
54:30,on deck hitter you can bet the pitcher does they know an inning or two prior really been tough to hit. Now those are last year's numbers but this lefty heavy lineup for Japan.
54:45,Japan good matchup for Patrick Sandoval that one on the ground in the right field base hit so Kondo comes through with the second hit of the game for Japan and there will be a base runner on.
55:0,for Ohtani that's a good piece of hitting right there for Sandoval and he wants that slider back that slider had no bite to it just kind of stayed up like a little cement mixer now you got problems with Shohei.
55:15,"And now Ohtani against his Angels teammate. And the first half back, Sandoval threw him a couple of change-ups. Kind of had Shohei a little bit of this sport of say."
55:30,"He was a little confused by it. Does he go back to that changeup or is it more of the fastball slider combo? One thing's for sure though, he's got to have pinpoint location with a very dangerous hitter."
55:45,Johnny displayed during batting practice today was breathtaking. Waiting for the first pitch from Sandoval and it's in the dirt.
56:0,that I did not know were possible to reach way up in there. He hit the he hit the video board on the fly when he pulled it a little more. He literally hit the video board on the fly and it hit the video board on the fly.
56:15,really hit it to the top of the second deck that was batting practice though. Sound of all taking a long time.
56:30,This was with a fastball to a no I'll tell you what they're in bad in practice it felt like there was the Beatles were in town and everybody was just admiring Shohei Ohtani strength as we see that ball hit the top.
56:45,on top of the TV that is so far. The longest home runs in the history of this ballpark. I mean he demolished in terms of the longest distances now that's in a game as it is.
57:0,It's different but. It was amazing. Tony high pop up third base side and foul.
57:15,to play the coolest part about batting practice was that it was him and Newport that were hitting there were the only ones hitting and everybody was just watching and when Shohei was done batting practices OK team we're ready we're ready.
57:30,He hit a homer to dead center he says we're good. Pack it up. Let's go. He got a standing ovation from all the fans here. Just a remarkably we haven't even talked about the pitching and the.
57:45,in the history of the game's ever done.
58:0,with a runner on base for being oh so careful he's had the front row seat for Tony's spectacular MLB success. I would be surprised if he sees another fastball here to change up.
58:15,three one and it's a strike. He's been very careful with him. That's a strike right there. A little backdoor slider.
58:30,looks like a front door slider like Tony was really fooled by that he throws a 3 1 and we see a 3 2 the changeups a plane here go to.
58:45,three two I like the change up. Three two. Tommy. Left center field it's going to be caught.
59:0,as you describe the crowd around batting practice was something unlike anything I'd ever seen.
59:15,"of people. I was in there somewhere, but it's remarkable, Dave and Yonder, my colleagues and I in the media who really do try to do a good job of being objective and keeping our even keel about things. I think a lot of us weren't."
59:30,We're supposed to be these cool customers. Well we weren't earlier today. There were a lot of our friends and colleagues who had the video camera the phone camera out. Just watching him put on the show.
59:45,in awe and I had my camera out said hold on a second I got to get a video of this and send it to all my family members and show my son one day. Hey this is show Hill Tony we hit that last ball that line out.
60:0,one hundred and ten miles an hour on one handed hit it one handed special to down Yoshida who has a base hit already slashes that one foul off to the left.
60:15,the count 0 2 the two way player at 14 years old saw him pitch was outstanding saw him hit a ball the other way for a homer and I knew Yep this guy is going to be a hitter.
60:30,going to be able to do both things even he could not have imagined the high level success because it's it's literally never happened before ever.
60:45,Oh to that one is like did the left base hit. So you know she does two for two condo heads to third the throw comes back in towards second.
61:0,and Japan is threatening just a couple of careless sliders right there up in the zone especially 0 to these pitches cannot be at the top of the zone when you got him basically dominated too good of a hitter for that though take.
61:15,look what they can get absolute rocket to left center for a base hit and this is a very big at bat for a big star in Japan to smile from Yoshida but Takamori Kamei has not been smiling much in this tournament.
61:30,He's the MVP two time MVP triple crown winner but four for 18 without a homerun what a spot this would be for him to break out.
61:45,Most home runs in a season in NBB history the great the all time greatest son of our all who hit fifty five home runs by Japanese born players. Morikami in twenty twenty two.
62:0,he tested the great shot of Haro 56 home runs to want to out.
62:15,that he's just leaking a little bit with his right shoulder. A lot of times you know we talk about the greats and like Nolan Aronado and Paul Goldschmidt they keep their head down they keep their heads still.
62:30,still a moment of contact he's kind of lifting up a little bit that's why he's getting a lot of foul balls that's why he's just a hair off the breaking balls got to simplify it and slow it down for him it's only the fourth inning they don't need to tie the game with one.
62:45,swing but a run would be a big answer for one that is a slider for a strike that's a good one right there that had bite.
63:0,year to a left handed hitter. He goes back to that slider. It's got to be a wasted pitch.
63:15,here in the second.
63:30,I was at the top of the zone a lot of the times I prefer if the umpire is going to call me on a ball up in the zone it's a breaking ball I never I never argued it I'm always arguing balls down in the zone but if you're Sandoval.
63:45,That's a bad slider though. That's a mistake slider that Murakami couldn't take advantage of.
64:0,three. This could not get the swing off a shutdown inning. We go to the fifth three nothing Mexico.
64:15,"for Patrick Sandoval. Quite a night for Patrick Sandoval, quite a reaction as well after the last half inning. Patrick has talked about the intensity and what it means to be a baseball fan."
64:30,for the Houston Astros in 2015. The same draft class as Alex Bregman and Team USA's Kyle Tucker. Now on the mound for Team USA is Kyle Tucker.
64:45,team japan yoshinobu yamamoto dave it's a really interesting strategy here and one that speaks to the somewhat dire circumstance for team japan they had hoped to have yamamoto available to them tomorrow for the final but they now realize
65:0,That's what an urgent game this semifinal has become. He is the established thank you JP the established. Ace of aces in the NBA these days Yamamoto his first pitch ninety five miles an hour.
65:15,But off the outside to Alec Thomas you know one thing he's a strike thrower for Seamer splitter curve cutter He throws a very unique curveball He's got that he knows a grip on it Basically
65:30,He's turning his wrist over and showing the backside of his hand to the batter and then he flicks it flicks it with his wrist very unique style. You talked about it Dave one of the best ones.
65:45,This is down and in ball to is the two time reigning Salomora Award winner which is essentially the Cy Young for both of them.
66:0,of the league's best pitcher in the professional leagues to a two that's a good splitter right there. A lot of time the hitters see see it more as a two seamer but the action is there and the drop is there.
66:15,to pitch Thomas strikes out swinging you go back to the fourth inning. Rookie Sasaki.
66:30,He who was impressive in a lot of ways but this is the ball that started the rally. Yeah I just felt he lost kind of the command there a lot of balls at the top of the zone. We know that hanging splitter was his biggest mistake but for the most part he had good.
66:45,man down in the zone and that inning it just unraveled on a lot of misses up in the zone for Sasaki the three runs allowed all in one swing Austin Barnes with a foul ball so he leaves six.
67:0,Sixty four pitches thrown four innings and out of this game Japan trailing three nothing and really not tested at all in this little baseball classic yet.
67:15,They have dominated in their five wins coming into tonight. Oh and to. Yamamoto.
67:30,"Big chopper to third, fair ball, long throw, got him. Let's go back down to JP. Dave, it's a really interesting trend in this tournament. Since 2013..."
67:45,teams that had to make the trans-pacific flight after a pool play or the second round have lost every single semifinal including Team Japan in 2013 and again in 2017 and in both of those semifinals
68:0,final losses a slow offense was a huge concern for Team Japan. Trying to avoid a repeat here tonight a Rosarito takes a strike at ninety seven on the inside got so much to deal with.
68:15,For me though for a hitter the five days off you just can't you can hit all you want but it's just not the same point by both of you because it's not necessarily.
68:30,I guess the long travel and maybe the jet lag. But because of the long travel you have to build in a couple of days of acclimation and those days can serve to ice an offense.
68:45,how many swings you take how much batting practice just doesn't relate to real game speed pitching all to I remember I used to take thousands of swings in the offseason but the first time I would face a pitcher.
69:0,Oh my goodness it was like I was learning how to walk all over again that one called a ball even though it could have been a strike it's three and one to a Rosarito the action the intensity the heartbeat it's just a lot different.
69:15,when it's a game speed the lights are on the players know it this is inside that's called for.
69:30,He was not real stressed out about the pressure this game before the game was he just having a good time. Why not.
69:45,"He's got his boots on, he's got his hat, signing some autographs, taking some pictures with some celebrities. CeCe and Adam Jones, I mean, that's a good time right there."
70:0,I don't think there's any but we have a lot of candidates in the U.S. has had players who have loved this tournament. We saw pool play here in Miami just tremendous but I don't know if anybody's enjoyed it more than Randy.
70:15,in Los Arenas one to Alex Verdugo and I don't think it's a total coincidence that a guy who can do that before a big game can you know not take himself too seriously stay loose. That's just him.
70:30,has performed in the World Series in the playoffs in the World Baseball Classic he does not allow the pressure of the moment to change him.
70:45,He's Pandora's Expert on Trouble in Phillies Bear Duga seen a steady diet of breaking balls
71:0,first in plenty of time for out number three. So Yamamoto comes into the game and retires Mexico without a run still no three nothing Japan trails.
71:15,A great family moment today for the Heal family. Team Mexico manager Benji Hill with his wife Carly and their son Matteo Hill who now.
71:30,is in spring training with the New York Mets so Benji was actually able to a couple days ago Dave make the drive from Miami to Port St. Lucie to be able to watch and have this time there there they are in Port St. Lucie so Benji of course works
71:45,for the Angels but wearing the Mets hat for his son on that particular day. So pretty cool experience. Thank you JP for the Mexican manager Benji Hill to not only be here for the first time in the semifinals Mexico has never made it this far in the world.
72:0,baseball classic but also to leave the Cactus League and come here close by the Grapefruit League and get a chance to see his kid how much sleep got to see his son that's a lot of fun and you rarely get to see him too because he's in Arizona.
72:15,Arizona Son is here for St. Lucie. Okamoto a high fly ball deep left field a Rosarito at the wall he leaves. He caught it.
72:30,Are you not entertained? Are you not entertained? This guy
72:45,He just proved to everybody that yeah he had the baseball. Wow what a catch. Are you not entertained.
73:0,cuts himself up sees the wall takes a peek and says OK here we go lift off. It's the only thing he hadn't done yet he's made a great catch now he's robbed a home run.
73:15,down he is something else. Look at Sandoval. Oh my goodness. Yeah look at me now. That's right.
73:30,Line drive base hit right field. Oh good piece of hitting right there. Good swings here from Japan. And. I think Yamada's. Theory was let me hit it to somebody other than that guy. Anywhere else.
73:45,else this was on Saturday. Save the game it did and he had kind of a similar pose but.
74:0,a little more spread out that's so cool they're gonna get up on that that's highway robbery I-95 robbery right here South Florida
74:15,in Florida he's just built for these big games and you know he's done this a lot in this tournament he'll come he'll be signing autographs here they're having a meeting on the mound.
74:30,"during the game. Yeah, he just checked to make sure to have time to get this one signed. Look at this. He does it during the game. World Baseball Classic. You get it all. He did it the other night. Why change?"
74:45,Sorry he ran out of time. This is fun.
75:0,I don't really know if get that really fun at his first time up we're just not quite sure he can swing the bat like usual. I mean for Japan these are huge because you get the top of the order looming this the eighth place hitter.
75:15,"Some better swings against Sandoval, maybe a little more vulnerable Yes, there was a rainout today before the game What do you got on Sasaki? He says, well, the only thing I got is that he's going to go home with a loss Man, he tells you everything you need to know about the attitude"
75:30,The Roads Arena and Mexico right they have all the confidence in the world. So team is some swagger right now.
75:45,"Even if he didn't get that swing right there on that slider, that's a better slider. He's been missing at the top of the zone a lot. Even that breaking ball that Rosarito was able to catch. That was a bad breaking ball."
76:0,He's got a hang slider he's got to have died down he's got to finish two and one here to the great shortstop.
76:15,hold up he did that has to hurt his fingers are chattering in there yeah he held
76:30,Oh my goodness the pain takes some toughness his manager said he just he was not going to miss this period.
76:45,safety of one three one foul
77:0,It's a really good ground ball candidate right here. Especially with this pinky with his bottom hand. There's definitely a lot more grip with the top hand. The problem is here is the rollover right. First base is open. You want to.
77:15,If he's late stay hard it's a lot easier to contact rollover with a breaking ball. It's a breaking ball is going to be a strikeout breaking ball. Penn working now for Mexico. Big pitch here three two runner goes and another one goes.
77:30,ball fouled off to the left side. I would stay hard with him. That's that's kind of the go to. It just it just can't be easy to hit.
77:45,Pinky on his right hand heavily taped up.
78:0,hanging right out over the plate with it though three to no throw to first and the amount of dives back safely bottom of the fifth.
78:15,Luis Rios is three run homer the difference in this game against the spectacular young starter Roki Sasaki Patrick Sandoval pitching so well and
78:30,Getting great support from his defense. See if your mother's running again three to. He goes and it's slashed foul again. Another fastball.
78:45,the number one I would think if he stays with it continues to pound the strike zone but you're also thinking about OK if I want to strike out here the change of
79:0,to play closest that it looks to a fastball. There's no spin involved. I would think he'll stay hard continue to stay hard here. Eighth pitch of the event coming. But first another throw to first.
79:15,and you could get the swing and miss I would think you'd have a pretty good chance for a strikeout and a throw for a double play because you might have just cannot get a very good jump against the lefty Sandoval.
79:30,So this is it's not like this is a straight steel situation. Yamada goes again.
79:45,again and it is up and in ball four. He walked in what a great job by Susquehanna to draw the wall. It really was. And I think that's going to be the final pitch that Patrick Sandoval throws.
80:0,in this game indeed there's the call to the bullpen Randy Rosarena helped him out but still the lead is in jeopardy pitching change we'll be back right after this.
80:15,Patrick Sandoval four and a third innings four hits six strikeouts only one walk I thought he pitched really really well but now with two on and only one out he gives the ball to his teammate Jose Orquidea out of the bullpen for Mexico he got the job done.
80:30,though sixty five pitches six strikeouts is the guy who kiddies he's pitched some big games for the Houston Astros they're going to need him from four innings to earn runs and five strikeouts they're going to need him.
80:45,and it's time to at least have a couple of good innings but we know that Mexico they got they got a really good bullpen he's got to be proud though in Sandoval.
81:0,Japan the ninth place hitter Nakamura a very good defensive catcher not known for his hitting and they're down three runs they've got an opportunity here they are using a pinch hitter this is Shugo Maki.
81:15,He's got two home runs already in this world baseball classic. He's showed plenty of power in the Central League.
81:30,sold Machi right handed hitter against Rikishi two on one out and then he got new bar Kondo and Ohtani looming after this
81:45,the pitch and the breaking ball Barnes dropped it after the swing and miss no problem.
82:0,He's with a good slider really got some good breaking balls a lot of good bite on the sweeper with a lot of movement down with this sinker that's the pitch right there and that sweeper it just looks like a fastball.
82:15,one that it dives on you right at the last second he made this pitch look how tight it is. Yeah more than not you're going to get those those swings right there especially if you're a right hander.
82:30,Now you've got windows right now you've got the fastball up in the zone you can go back to the sweeper you can go down under with the two seamer he's in a hole low and Maki to on the ground the shortstop not hit hard Trejo's plays to first.
82:45,and he just got it and showed off a really good arm to get the out. Oh goodness that was a good player right there. Understanding you had speed on all the bases not hit all that hard. Look how he sets his.
83:0,speed up right here the two step boom and then the strong throw oh man that's a dandy right there of a play runners did advance.
83:15,Yama Yamada to third Genda to second and now the leadoff hitter has become such a big star in Japan Cardinals outfielder Lars Neubauer.
83:30,Southern California kid playing for Team Japan and he takes a breaking ball for a strike. He's known to steal strikes first pitch with a strike.
83:45,with breaking balls but now he goes to work with the sweeper onto that back foot and it makes it look like a fastball and then it just dives into the back foot of a hitter especially the left handers good change.
84:0,such a big advantage this game
